POS_TAG ID POS NEG LIST_OF_WORDS
n 5844 0.0 0.125 लार्वा,लार्वायुक्त
n 14029 0.0 0.0 प्यूपा,प्यूपावस्था
n 28338 0.0 0.0 जनानखाना,ज़नानख़ाना,अंतःपुर,हरम,दीवानखाना
n 335 0.0 0.0 अविवेकी,नासमझ,विवेकहीन,अबोध,अजान,अजानी,बेसमझ,अनसमझा,अनसमझ,अबधू,अबुध,अबुझ,अविवेकता
n 24110 0.0 0.0 ठिकाना,कोईठिकाना
n 20220 0.0 0.0 गिनीपिग,गिनीस
n 6055 0.0 0.0 थन,अयन,थनों
n 18838 0.0 0.0 एकशफ,एकशफ_पशु,मकोह
n 31153 0.0 0.0 बछेड़ा,बलवेड़ा
n 20864 0.0 0.125 बछेड़ी,अेड़ी
n 28985 0.0 0.0 घोड़ा:2,अश्व,केसरी,तुरंग,तुरग,मराल,हयंद,हय,केशी,तुरंगम,घोटक,घोट,तारखी,पेलि,युयु,अलल्लाँ,घोड़ां
n 3507 0.0 0.0 घोड़ी:1,अश्वा,अश्विनी,घोटिका,तुरंगी,तुरगी,हयी,प्रसूता,प्रसू,घोड़ीपर
n 7686 0.0 0.0 अरब,अरबी,अरबवासी,अरब_वासी,अरब-वासी,साऊदी
n 28521 0.0 0.0 टट्टू,टाँगन,टटुआ,याबू,टट्ट
n 28522 0.0 0.0 मसटंग,मस्टंग,मुसटैंग,मुस्टैंग,पेनलेस
n 23521 0.0 0.0 टट्टू,टाँगन,टटुआ,याबू,टट्ट
a 19110 0.125 0.5 अरोचक,नीरस,रुचिहीन,फीका,बेमजा,बेमज़ा,ख़ुश्क,खुश्क,अरस,असार,औररोचक
a 27484 0.0 0.125 धनी,अरे
a 26240 0.0 0.0 योजित,नियोजित,ओयोजित
a 3002 0.625 0.125 सुखद,सुखदायक,सुखकारी,सुखदायी,सुखप्रद,सुखदाई,सुखदैन,सुखदाय,सुखदायी
a 24661 0.375 0.25 अनाकर्षक,अमनोहर,मनोरम्य,अनाकर्षित
n 15547 0.0 0.0 खाड़ी,खलीज,अखात,उपसागर,खाड़ीमें
n 4827 0.0 0.0 नियुक्त,तैनात,मुकर्रर,नियोजित,नियुक्
n 4594 0.0 0.0 खच्चर,बेसर,खच्चरो
n 1519 0.0 0.0 ज़ेब्रा,ज़ेबरा,ज़िब्रा,ज़िबरा,ज़बरा,जेब्रा,जेबरा,जबरा,अफ़्रीकी_गधा,धारीदार_गधा,वरटेब्रा
n 4581 0.0 0.0 गैंडा,खंग,गैण्डा,खँगहा,खङग,गंडक,गण्डक,गैंडा
n 28525 0.0 0.0 बोर्ड,पट्ट,फलक,बोर्डः
n 20313 0.0 0.0 बोना,बोना
n 16495 0.0 0.125 रोमंथक,रोमंथक_प्राणी,रोमन्थक,रोमन्थक_पशु,रोमंथक,रोमन्थक,रोमंथकों
n 25279 0.0 0.0 बैल_गाड़ी,बैलगाड़ी,बैला_गाड़ी,छकड़ा,छकड़ा_गाड़ी,वृषभ_यान,कृत्तिका,ऊँठगाड़ी
n 32526 0.0 0.0 गोली,गोली
n 30884 0.0 0.0 बछिया,बाछी,बछेड़ी,वत्सा,बछियां
n 10772 0.0 0.0 बैल,वृषभ,ऋषभ,अनडुह,बैलों
n 8341 0.0 0.0 सुरागाय,चमरी,चमर,चँवर,दीर्घबाला,सुरागरशी
n 30840 0.0 0.0 जर्सी,जर्सीयां
n 1411 0.0 0.0 भैंस,महिषी,अनूप,भैंसें
n 28527 0.0 0.0 गौर,गऊर,फरमाइए
n 1621 0.0 0.0 जंगली_भैंसा,अरना,अर्ना,बनैला_भैंसा,जंगलीपना
n 28528 0.0 0.0 गडेरिया,गरेड़िया,गड़ेरिया,गड़रिया,मेषपाल,अजप,अजपा,अजपाल,उडेरिया
n 2487 0.0 0.0 भेड़,भेड़ी,मेषी,भेड़के
n 9854 0.0 0.0 मेमना,मेमनो
n 28363 0.0 0.0 बकरी,बकरी-बकरा,भेड़पालन
n 34378 0.0 0.0 पथरी,अश्मरी,आश्मरिक,मलपथरी
n 28533 0.0 0.0 सेराब,सेरो,सेराख
n 28553 0.0 0.0 ऐन्टीलोप,ऐंटीलोप,ऐन्टीऐलर्जीक
n 26388 0.0 0.0 चिंकारा,शिंकारा
n 6672 0.0 0.0 पत्तर,पत्ता,पतरा,पत्तरा,पत्तरी,पत्ती,पत्तरों
n 4282 0.0 0.0 हिरनौटा,हिरन_शावक,हिरनांद
n 1625 0.0 0.0 हिंदी,हिन्दी,हिंदवी,हिंदीं
n 3887 0.0 0.0 ऊँट,उष्ट्र,क्रमेलक,क्रमेल,कंटकाशन,कण्टकाशन,हयशिर
n 17014 0.0 0.125 लामा,लामाओ
n 20868 0.0 0.0 अलपाका,आपाका
n 12428 0.0 0.0 स्तंभ,स्तम्भ,स्तंभों
n 28534 0.0 0.0 वीजल,वीज़ल,त्ज्ळै
n 11545 0.0 0.0 शून्य,विवेकाधिकार
n 2346 0.0 0.0 बिज्जू,जज्जू
n 28536 0.0 0.0 चितराला,मार्टेन,मार्टेन_कैट,वराला
n 28537 0.0 0.0 स्लथ,ज्ञातवास
n 25614 0.0 0.0 पहलू,पार्श्व,पहलूएक
n 4316 0.0 0.0 डंक,दंश,बिच्छु
n 6582 0.0 0.0 बारीक़ी_से,बारीकी_से,सूक्ष्मतः,बारीक़ियां
n 4321 0.0 0.0 काँटा,मत्स्य_कंटक,कांटा,काँटाटोली
n 1538 0.0 0.0 वायुकोष,वायु_कोष,वायु_थैली,हवा_थैली,वायुकोश
n 28550 0.5 0.0 कपि,वानर,एप,निसिचर
n 5930 0.0 0.0 बनमानुस,भलमानुस
n 28552 0.0 0.0 बंदर,बन्दर,बानर,वानर,कीश,कपि,मर्कट,शाखामृग,तरुमृग,हरि,बंदरों
n 23850 0.0 0.0 ग्वेनान,ग्वेएरा
n 23852 0.0 0.0 मंगावे,मंगाइद्यै
n 23853 0.0 0.0 पाटस,चैबे
n 23847 0.0 0.0 बैबून,बैवून,चिंपैजी
n 12908 0.0 0.0 पोंछाई,पोछाई,पोंछिए
n 23851 0.0 0.0 मैकाक,मैकाय
n 24033 0.0 0.0 रीसस,रेसस,रीसस_बंदर,रेसस_बंदर,आरएचओ
n 7840 0.0 0.0 लंगूर,कृष्णमुख,ढेंढवा,लंगूरस
n 23849 0.0 0.0 कोलोबस,प्रोकोलोबस
n 24032 0.0 0.0 प्रवोसिस,प्रवोसिस_बंदर,साईकोसिस
n 23854 0.0 0.0 मार्मोसेट,मार्मोट
n 5578 0.0 0.0 झड़ाई,झाड़,कँजड़ाई
n 8183 0.0 0.0 परिष्करण,शुद्धिकरण,परिष्कार,परिशोधन,विशोधन,भूपरिष्करण
n 23856 0.0 0.0 उकारी,युकारी,उकारी_बंदर,युकारी_बंदर,प्रलय़ंकारी
n 23855 0.0 0.0 टीटी,टीटी_बंदर,टीटी_वानर,टीटीइ
n 14885 0.0 0.0 लेमर,लेमरो
n 30040 0.0 0.0 हाथी,गज,हस्ति,हस्ती,कुंजर,मितंग,गज्जू,करि,नाग,अनलपंखचार,फ़ील,फील,हाथियों
n 22892 0.0 0.0 मैमथ,मैमथों
n 4278 0.0 0.0 काँटा,मत्स्य_कंटक,कांटा,काँटाटोली
n 957 0.0 0.0 मुंडन,मुंडनकुछ
n 22381 0.0 0.0 अभिषेक,सुप्रतिष्ठा,अभिषेचन,अभिषेक
a 548 0.875 0.0 आनंदप्रद,आनन्दप्रद,आनंद-दायक,आह्लादक,सुखप्रद,आनंददायक,आनन्ददायक,अनंद,अनन्द,रमन,रमण,आनंदप्रभ
a 23707 0.75 0.0 बरफी,बरफ़ी,बरफी,बर्फ़ी,बर्फी,कंद,मठरी
a 27105 0.0 0.0 नुकीला,नोकदार,नोकीला,नोंकदार,पैना,अनियारी,नुकीले
a 2858 0.0 0.75 अप्रासंगिक,अप्रासाङ्गिक,प्रसंगहीन,प्रसङ्गहीन,अनुपयुक्त,अप्रसंगिक,अप्रसङ्गिक,अप्रासांगिक,अप्रासांङ्गिक,अप्रासंगिकता
a 1408 0.0 0.0 राजनैतिक,राजनीतिक,राजनीति_विषयक,राजनयिक,सियासी,राजनितिक
a 6949 0.0 0.0 विरोधी,विपक्षी,प्रतिपक्षी,मुखालिफ,मुख़ालिफ़,अपवादक,संघविरोधी
a 22183 0.0 1.0 ऋणात्मक,ऋण,अऋणात्मक
a 10048 0.0 0.25 विरोधात्मक,क्रोधात्मक
a 10613 0.0 0.0 धनात्मक,धन,ऋणात्मक
n 652 0.25 0.0 अवस्था,दशा,हालात,स्थिति,हालत,वृत्ति,सूरत,हाल,गति,रूप,अवस्थाऒं
n 8179 0.0 0.0 संशोधन,संशोधऩ
n 21746 0.0 0.0 भरपाई,भरपाइ
n 3098 0.0 0.0 पूर्ति,आपूर्ति,पूर्णता,पूरापन,अपूर्ति
n 11999 0.25 0.0 बनाव-शृंगार,सज-धज,बन-सँवर,बन-ठन,बनावशृंगार,सजधज,बनाव_शृंगार,ब्रजशृंगार
n 11671 0.0 0.0 दुतरफा,दुतरफ़ा,दोतरफा,दोतरफ़ा,दुतर्फा,दुतर्फ़ा,दोतर्फा,दोतर्फ़ा,दुतरफ़ा
n 23835 0.0 0.0 चिह्नन,मार्किंग,अंकन,चिह्नं
n 10998 0.0 0.0 नवीनीकरण,नवीकरण,नवीनीकरणों
n 25553 0.0 0.0 गिनतारा,गिनतारे
n 614 0.0 0.0 कसैला,कषाय,कसैलापन
n 18207 0.0 0.0 अपकर्ष,अपकर्षन
n 27791 0.0 0.0 योगज,केसइन
n 7436 0.0 0.0 बसूला,बसुला,वासि,बसूल
n 28047 0.0 0.0 अफ़ग़ानी,अफगानी,अफ़गानी,अफ़ग़ानो
n 28125 0.0 0.0 हवाई_कंपनी,हवाई_कम्पनी,हवाई_उद्योग,राजस्थानी
n 5552 0.0 0.0 हवाई_जहाज,हवाईजहाज,हवाईजहाज़,हवाई_जहाज़,विश्व
n 27988 0.0 0.0 एलबम,रिकार्ड_एलबम,रेकार्ड_एलबम,एलबमों
n 27750 0.0 0.0 ऐलकोव,एलकोव,बे,ऐलकोहलीय
a 1327 0.625 0.0 संभव,मुमकिन,संभावनीय,संभावित,संभाव्य,सम्भव,सम्भावनीय,सम्भावित,सम्भाव्य,शक्य,गालिब,ग़ालिब,असंभव
a 15905 0.0 0.375 अध्यारोपित,मिथ्यारोपित,मनुष्यारोपित
a 2414 0.0 0.75 असंभव,असम्भव,अनहोनी,असंभावित,नामुमकिन,असंभावी,असंभाव्य,अशक्य,अघटित,अघट,अनहोता,असंभवहम
a 9258 0.0 0.5 नामर्द,नपुंसक,पौरुषहीन,पुरषत्वहीन,वीर्यहीन,अपौरुष,अपुरुष,शंड,नामर्दों
a 22316 0.375 0.125 शक्तिशाली,बलशाली,ताकतवर,ताक़तवर,बलवान,शक्तिवान,शक्तिमान,शक्तिमान्,बलिष्ठ,बली,सबल,जबरदस्त,ज़बरदस्त,जबर्दस्त,ज़बर्दस्त,जबरजस्त,ज़बर,जबर,हट्टा-कट्टा,दमदार,सशक्त,बलवंत,बलवन्त,अपरबल,प्रभावशाली
a 3213 0.0 0.5 विवश,बाध्य,बेबस,मजबूर,लाचार,जिच,जिच्च,ज़िच,ज़िच्च,अवश,अबस,बाध्य
a 29205 0.0 0.25 अधिकारपूर्ण,साधिकार,बाइख़्तियार,बाइख्तियार,अधिकारपूर्णता
a 15045 0.375 0.0 अजोत,अनजुता,अप्रहत,मखहा
a 25082 0.0 0.0 अकृष्ट,अकृषित,परआकृष्ट
n 10561 0.0 0.0 एंबुलेंस,रुग्ण-वाहिनी,रोगी-वाहन,एम्बुलेंस,अस्पताल_गाड़ी,रोगी_गाड़ी,रुग्ण_वाहिनी,एंबुलेस
n 28163 0.0 0.0 एंफीथियेटर,रंगभूमि,एंफ़ीथियेटर
n 10649 0.0 0.0 ऐंटिसेप्टिक,पूतिनाशक,प्रतिपूय,प्रतिपूयिक,एसेप्टिक
n 9918 0.0 0.0 निहाई,अरहन,निहाईयां
n 6333 0.0 0.0 सिद्ध,सिद्घ
n 28579 0.0 0.0 वास्तुशास्त्र,स्थापत्य,वास्तुशास्त्री
n 26825 0.0 0.0 वर्गफल,क्षेत्रफल,रकबा,रक़बा,वर्गफिट
n 33596 0.0 0.0 बाजूबंद,बाज़ूबंद,बाहुबंद,केयूर,भुजबंद,बिजायठ,विजायठ,बजुल्ला,अंगद,बाजूबीर,बाजूबन्द
n 33252 0.0 0.0 कवच,अंगरक्षी,कंचुक,बख़्तर,बख़्तर,अंगत्राण,ज़िरह,जिरह,त्राण,अँगरी,अंगरी,बकतर,बख्तर,नागोद,सन्नाह,तनुवार,वारवाण,हुङकार
n 33900 0.0 0.0 बाण,तीर,शर,बान,विहंग,शिखी,सायक,खग,पुष्कर,विशिख,बाणों
n 12815 0.0 0.0 तराई,टेटतराई
n 16776 0.0 0.0 राखदानी,ऐशट्रे,एशट्रे,आसूदानी
n 11171 0.0 0.0 सभामंडप,सभा-मंडप,सभा_मंडप,सभामंड़प
n 20764 0.0 0.0 प्रेक्षागृह,प्रेक्षागार,पेक्षागृह
n 13374 0.0 0.0 धुरी,धुरा,अक्ष,धुरीण
n 28580 0.0 0.0 बैकरूम,आॅफि
n 9445 0.0 0.0 पिछवाड़ा,पछीत,पिछवाड़ा
n 3602 0.0 0.0 थैला,झोला,थैले
n 4978 0.0 0.0 समूह,ढेर,समष्टि,अंबार,अंबर,अंबार,अंबर,जखीरा,ज़क़ीरा,गंज,अड़ार,गंजी,गांज,पुंज,अड़ारी,निकर,समूहसमूह
n 28333 0.0 0.0 थैली,झोली,खीसा,कीथैली
n 14951 0.0 0.0 बनात,बानात,बन्नात,कैंवास,कैन्वास,बनाताऔर
n 4317 0.0 0.0 तराजू,तुला,तुला_यंत्र,तक,काँटा,कांटा,तराजु
n 24784 0.0 0.0 बालकनी,बाल्कनी,कीबालकनी
n 24785 0.0 0.0 बालकनी,बाल्कनी,कीबालकनी
n 3963 0.0 0.0 गेंद,कंदुक,गेंदुक,गेंदा,बाल,बॉल,गेंदों
n 4937 0.0 0.0 ग़ुब्बारा,ग़ुबारा,गुब्बारा,फुग्गा,ग़ुब्बारों
n 4936 0.0 0.0 ग़ुब्बारा,ग़ुबारा,गुब्बारा,फुग्गा,ग़ुब्बारों
n 27456 0.0 0.0 बालपार्क,बॉलपार्क,पार्क,चेलपार्क
n 14430 0.0 0.0 बैंजो,बैंजों
n 24524 0.0 0.0 केश_कर्तनालय,नापितशाला,भांडिशाला,भाण्डिशाला,मौनालय
n 27752 0.0 0.0 बार्बिट्युरेट,बार्बिटल
n 29259 0.0 0.0 खलिहान,खलियान,फरवार,खलिहानो
n 15883 0.0 0.0 बैरोमीटर,दाबमापी,दाबमापी_यंत्र,वायु_दाबमापी,वायु_दाबमापी_यंत्र,स्फैरोमीटर
n 21461 0.0 0.0 बैरक,बैरेक,सेना-निवास,बैरको
n 26916 0.0 0.0 अवरोध,बैरियर,बैरिअर,अवरोधक,स्वतःअवरोध
n 32412 0.0 0.0 तथ्यहीन,अप्रामाणिक,आधारहीन,निराधार,सारहीन,निर्मूल,यथार्थहीन,अनाधार,आधाररहित,तथ्यविहीन
n 27047 0.0 0.0 बास्केटबाल,बास्केटबॉल,बास्केट_बाल,बास्केटबॉल,बास्केटबाॅल
n 23241 0.0 0.0 बैट,फुलटॉस
n 8135 0.0 0.0 संगीन,बेनट,चौह
n 8430 0.0 0.0 बाज़ार,बजार,बाजार,फड़,फर,बाजारौं
n 6146 0.0 0.0 मनका,गुरिया,जामनका
n 4019 0.0 0.0 तिल,तिलों
n 799 0.0 0.0 तलहटी,तली,तल,तलहटीय
n 802 0.0 0.0 बिछौना,बिस्तर,बिछावन,बिछौनी
n 5019 0.0 0.0 घंटी,घंटीबजी
n 20536 0.0 0.25 कंटकारिका,अंगुरशफा,साग_अंगुर,बेलाडोना,अशौचकारिका
n 6611 0.0 0.0 पैड़ी,पैरी,पौड़ी,सीढ़ी,सोपान,पायदान,वैड़ी
n 30142 0.0 0.0 बेल्ट,पट्टा,पेटी,कमरबंद,बेल्टमें
n 12339 0.0 0.0 बेंच,बेंचो
n 8718 0.0 0.0 मोड़,मोड़
n 14510 0.0 0.0 ऊँट,हयशिर
n 29735 0.0 0.0 गाँस,फल,गाँसी,गांस,गासी,गांसी,अंकुड़ा,अँकुड़ा,अँकड़ा,अंकड़ा,६१८६
n 6705 0.0 0.0 आड़,ओट,अंतर,अन्तर,सटिरैसस
n 28199 0.0 0.0 नाकाबंदी,घेराबंदी,नाकेबंदी,नाकाब
n 9245 0.0 0.0 नाकाबंदी,घेराबंदी,नाकेबंदी,नाकाब
n 1995 0.0 0.0 कुरती,कुर्ती,साडी़
n 7382 0.0 0.0 अश्लील,कामुकतापूर्ण,गंदा,गन्दा,भद्दा,अश्लीलअश्लील
n 28770 0.0 0.0 बोर्ड,पट्ट,फलक,बोर्डः
n 3860 0.0 0.0 लक्षण,ख़ासियत,खासियत,गुण-धर्म,विशेषता,गुण,सिफ़त,सिफत,पहचान,अभिज्ञान,पहिचान,लक्षणों
n 1269 0.0 0.0 माँझी,नाविक,केवट,खेवट,खेवटिया,माँझ२
n 5088 0.0 0.0 रील,रियल
a 2451 0.625 0.0 उपयोगी,उपादेय,पयोगी
a 28914 0.0 0.0 विधेयात्मक,विधेयात्मा
a 11072 0.75 0.0 बारीक़,बारीक,महीन,बारीक़ी
a 6710 0.0 0.0 गर्भवती,गर्भिणी,दोहदवती,अंतर्वत्नी,अन्तर्वत्नी,हामला,हामिला,अलवांती,गर्भवति
a 2548 0.125 0.25 अवश्यंभावी,अटल,तय,अटलनीय,अनिवार्य,अबाध्य,अवश्यंभाविता
a 27568 0.0 0.0 बिछाना,डालना,बिछानी
a 4452 0.25 0.0 श्रवणीय,श्रव्य,श्रवणी
a 86 0.0 0.0 वर्तमान,वर्त्तमान
a 10198 0.0 0.0 सर्वव्यापी,सर्वव्यापक,सर्वव्याप्त,अपरिच्छन्न,सर्वव्यापीता
a 85 0.125 0.625 अनुपस्थित,ग़ैरहाज़िर,गैरहाजिर,ग़ैरमौज़ूद,गैरमौजूद,अविद्यमान,अप्रस्तुत,अप्राप्त,उपस्थित
n 24231 0.0 0.0 थान,कपड़े_का_थान,बरैंचा
n 6066 0.0 0.0 थान,कपड़े_का_थान,बरैंचा
n 4988 0.0 0.0 अकेला,एकल,अपृक्त,अकेले
n 15163 0.0 0.0 बमबाज,बमबाज़,बमबारी
n 9419 0.0 0.0 पाड़,पाड़र
n 7535 0.0 0.0 लौकी,घीया,कद्दू,तरोई
n 12377 0.0 0.0 कदमताल,प्रयाण,मार्च,क़दमताल
n 792 0.0 0.0 गेंद,बाल,बॉल,गेंदों
n 8950 0.0 0.0 गेंद,बाल,बॉल,गेंदों
n 33400 0.0 0.0 गेंद,बाल,बॉल,गेंदों
n 4927 0.0 0.0 प्रत्यंचा,चिल्ला,रोदा,पतंचिका,जिह,पैंच,द्रुणा,परतंचा,पतञ्चिका,परतिंचा,बुख्यंचा
n 6917 0.0 0.0 डिब्बा,डब्बा,संपुट,सम्पुट,डिब्बाें
n 26378 0.0 0.0 ब्रेक,ब्रेकप
n 8547 0.0 0.0 राजगीर,राजमिस्त्री,राज-मिस्त्री,थवई,मेमार,राज,राजगीरि
n 6885 0.0 0.0 पुल,सेतु,पुलों
n 28291 0.0 0.0 ब्यालू,ब्यारी,ब्याऊ
n 2317 0.25 0.0 खड्ग,खंग,खंजर,खाँड़ा,खांडा,खाण्डा,खड्गवा
n 5988 0.0 0.0 कमखाब,कमख़ाब,फुरू
n 25573 0.0 0.0 दमचूल्हा,लूल्हा
n 11117 0.0 0.0 झाड़ना,झाड़अना
n 7254 0.0 0.0 डोल,डामा
n 9576 0.0 0.0 बकलस,बकसुआ,बकसुवा,पट्टबंध,बकल,बक्कल,कनाखी
n 13394 0.0 0.0 बिगुल,फरिगुल
n 6255 0.0 0.0 दौड़,दौड़ना,द्रौड़
n 10829 0.0 0.0 बुलडोजर,बुलडौजर,बुलडोज़र
n 4993 0.0 0.0 गोली,गोली
n 28293 0.0 0.0 सूचना_पट्ट,सूचना-पट्ट,सूचना
n 8233 0.0 0.0 पोटली,पोटरी,बकुचा,पोटलीरमेश
n 5539 0.0 0.0 बँगला,बंगला,कँगला
n 11778 0.0 0.0 बुगदा,डाई
n 1949 0.0 0.0 कुलाबा,अंकुड़ा,अँकुड़ा,पायजा,अँकड़ा,अंकड़ा,तलाबा
n 488 0.0 0.0 बटन,बुताम,जेनसोन
n 4271 0.0 0.125 काज,छांड़े
n 7178 0.0 0.0 रस्सा,रसरा,जेवड़ा,रस्से
n 7742 0.0 0.0 सवारी,जुलूस,जलूस,सवारियों
n 28584 0.0 0.0 कपूर,कर्पूर,रेणुसार,मिहिका,इंदु,इन्दु,हिमांशु,अब्ज,शशांक,निशारत्न,कपूरखुशी
n 28583 0.0 0.0 कपूर,कर्पूर,रेणुसार,मिहिका,इंदु,इन्दु,हिमांशु,अब्ज,शशांक,निशारत्न,कपूरखुशी
n 6397 0.0 0.0 नहर,कुल्या,नहरों
n 6039 0.0 0.0 तोप,जयबाण
n 6967 0.0 0.0 डोंगी,द्रोणी,डोंगीया
n 15593 0.0 0.0 तल्लीन,अनुरत,निमग्न,लीन,तन्मय,मग्न,मगन,मस्त,डूबा_हुआ,दत्तचित्त,लिप्त,मशग़ूल,मशगूल,अनुरक्त,अनुसंरक्त,अभिनिविष्ट,सन्नद्ध,तल्लीनाली
n 26754 0.0 0.0 पर्यटन,पर्यटनक
n 26765 0.0 0.0 कैप्सूल,कैपसूल,कैप्सूल्स
n 8146 0.0 0.0 चालन,परिचालन,चालनि
n 5989 0.0 0.125 ताश,तास,कार्ड,पत्ता,गंजीफा,गंजीफ़ा,गंजिफा
n 4886 0.0 0.0 व्यंग्य_चित्र,व्यंग्य-चित्र,व्यंग्यचित्र,कार्टून,व्यंग्यलेखन
n 8632 0.0 0.0 कारतूस,टोटा,कारतूसी
n 28142 0.0 0.0 नक्काशी,नक्क़ाशी,नक्काशे
n 13579 0.0 0.0 टेप,कैसेट,रिकॉर्डॆड
n 8557 0.0 0.0 विमानन,हवाई_यात्रा,विमाननजैव
n 4035 0.0 0.0 संचार,संसूचना,संप्रेषण,दूसंचार
n 28323 0.0 0.0 जल_भंडारण,जल_भंडारण_कक्ष,जलग्रहण_संरचना,है
n 28090 0.0 0.0 छत,छतगीरि,रिएबर
n 12543 0.0 0.0 सेल,बैटरी,दिनया
n 11690 0.0 0.0 कोठरी,खोली,कोष्ठ,कोठरीसँ
n 28093 0.125 0.0 शहीद_स्मारक,शहीद-स्मारक,इ
n 9177 0.0 0.0 धूपदान,धूपदानी,अरयारी,धूपदानों
n 28322 0.0 0.0 केंद्र_बिंदु,केंद्र,केन्द्र_बिन्दु,केन्द्र,मध्य_बिंदु,नाभि,केंद्र
n 11369 0.0 0.0 जंजीर,साँकल,सिकड़ी,संकल,शृंखला,चेन,जंजीरि
n 21476 0.0 0.0 लड़ी,लड़,लर,फुलड़ी
n 34388 0.0 0.0 खड़िया,खड़िया_मिट्टी,चॉक,खटिका,खड़ी,खरी_मिट्टी,खरिया,खड़िआ
n 6431 0.0 0.0 बरहा,बरहाटा
n 1188 0.0 0.0 सारथी,अधिरथ,सूत,रथवान,सारथी
n 4467 0.0 0.125 जाँच,जाँचदल
n 27332 0.0 0.0 चेकर,नीचेकर
n 7287 0.0 0.0 बिसात,शतरंजी,बिसाते
a 27783 0.0 0.125 अप्रधान,अप्रमुख,आनुषंगिक,गौण,शृंगप्रधान
a 166 0.125 0.25 निजी,अपना,स्वकीय,स्वायत्त,आत्म,व्यक्तिगत
a 2866 0.375 0.0 अनसुना,अश्रुत,अनसुन,अनसुनी
a 3469 0.0 0.0 सामूहिक,आम,सार्वजनिक,सामुदायिक,सामान्य,सर्वजनीन,करसामूहिक
a 15187 0.0 0.0 खुलेआम,खुलकर,सरेआम,सरे-आम,खुले-आम,खुल्लम-खुल्ला,खुल्लमखुल्ला,डंके_की_चोट_पर,सरे_आम,अगुप्ततः,खुलेआम
a 8667 0.625 0.0 लाभान्वित,लाभ_प्राप्तकर्ता,लाभान्वित
a 4534 0.125 0.5 वंचित,महरूम,वंचितो
a 5476 0.75 0.0 उत्पादक,उत्पादन_कर्ता,उत्पादको
a 7609 0.375 0.0 धनी,अरे
a 35461 0.0 0.75 फल,फर,प्रसून,चाखा
a 28608 0.0 0.0 सृजनशील,सृजनशीलता
n 8835 0.0 0.0 छेनी,छैनी
n 12461 0.0 0.0 क्लोरोफार्म,क्लोरोफ़ार्म,क्लोरोफाईटा
n 5279 0.0 0.0 सिगरेट,बीड़ी
n 27734 0.0 0.0 परिपथ,सर्किट,विद्युत_परिपथ,परिपथन
n 18816 0.0 0.0 सरकस,सर्कस,सरकस_का_खेल,सर्कस
n 10102 0.0 0.0 शिकंजा,सिकंजा
n 16759 0.0 0.0 क्लारनेट,क्लारस
n 7949 0.0 0.0 कक्षा,क्लास,कक्षा
n 20207 0.0 0.0 उड़ान,उड्डयन,उड़ानें
n 803 0.0 0.0 वस्त्राच्छाद,वस्त्रावरण,वस्त्राभरण
n 20413 0.0 0.0 क्लब,क्लबों
n 29009 0.0 0.0 क्लच,२
n 10923 0.0 0.0 आलेप,प्रलेप,लेप,विशोधय
n 7906 0.0 0.0 आलेप,प्रलेप,लेप,विशोधय
n 27754 0.0 0.0 सर्पिल,सर्पिला,सर्पिलों
n 6637 0.0 0.0 पट्टा,खनिपट्टा
n 22972 0.0 0.0 लिफ्ट,लिफ्ट
n 31502 0.0 0.0 खंभा,थंब,स्तंभ,स्तम्भ,थंभ,खंभ,खम्भा,थम्ब,थम्भ,पश्त,चैखंभा
n 7753 0.0 0.0 अभियान,जनअभियान
n 4589 0.0 0.0 खंभा,थंब,स्तंभ,स्तम्भ,थंभ,खंभ,खम्भा,थम्ब,थम्भ,पश्त,चैखंभा
n 8602 0.0 0.0 अंतर्गत,अन्तर्गत,शामिल,सम्मिलित,अंदर,अन्दर,शरीक,अन्तर्गत
n 8466 0.0 0.0 अंतर्गत,अन्तर्गत,शामिल,सम्मिलित,अंदर,अन्दर,शरीक,अन्तर्गत
n 3757 0.0 0.0 दया,अनुकंपा,अनुकम्पा,कृपा,मेहरबानी,इनायत,रहम,रहमत,तरस,करुणा,अनुग्रह,करुना,मेहर,अनुक्रोश,अनुषंग,फजल,फजिल,नुमानंदगी
n 9379 0.0 0.0 दया,अनुकंपा,अनुकम्पा,कृपा,मेहरबानी,इनायत,रहम,रहमत,तरस,करुणा,अनुग्रह,करुना,मेहर,अनुक्रोश,अनुषंग,फजल,फजिल,नुमानंदगी
n 27326 0.0 0.375 ताल,तलैये
n 3272 0.0 0.0 यौगिक_पदार्थ,यौगिक,यौगिकऔषधनिर्माणभौतिक
n 13001 0.0 0.0 ताल,तलैये
n 6747 0.0 0.0 पर्यटन,सैरसपाटा,सैर-सपाटा,सैर,परिभ्रमण,पर्यटनक
n 13182 0.0 0.0 परिचालक,कंडक्टर,कंडेक्टर,परिचालकों
n 13585 0.0 0.0 कोन,शंकु,शंक्वाकार_वस्तु,हैं
n 9138 0.0 0.0 दूतावास,दूतावासगण
n 32816 0.0 0.0 पात्र,आधार,संपुट,सम्पुट,पात्रा
n 908 0.0 0.0 पाक_भाड़,रसोई_पात्र,रसोई_बरतन,पाक_बरतन,भीडभाड़
n 5521 0.0 0.0 जल_यात्रा,नौ_यात्रा,शुभयात्रा
n 9010 0.0 0.0 ताम्रपत्र,ताम्रपत्रक,ताम्र_फलक,पट्टक,ताम्रपत्रों
n 26656 0.0 0.0 प्रति,कापी,कॉपी,मि
